idx,city,country,iso3,capital,lat,lng,admin_name,population
0,Tokyo,Japan,JPN,primary,35.6897,139.6922,Tōkyō,37732000.0
1,Jakarta,Indonesia,IDN,primary,-6.175,106.8275,Jakarta,33756000.0
2,Delhi,India,IND,admin,28.61,77.23,Delhi,32226000.0
3,Guangzhou,China,CHN,admin,23.13,113.26,Guangdong,26940000.0
4,Mumbai,India,IND,admin,19.0761,72.8775,Mahārāshtra,24973000.0
5,Manila,Philippines,PHL,primary,14.5958,120.9772,Manila,24922000.0
6,Shanghai,China,CHN,admin,31.2286,121.4747,Shanghai,24073000.0
7,São Paulo,Brazil,BRA,admin,-23.55,-46.6333,São Paulo,23086000.0
8,Seoul,"Korea, South",KOR,primary,37.56,126.99,Seoul,23016000.0
9,Mexico City,Mexico,MEX,primary,19.4333,-99.1333,Ciudad de México,21804000.0
10,Cairo,Egypt,EGY,primary,30.0444,31.2358,Al Qāhirah,20296000.0
11,New York,United States,USA,,40.6943,-73.9249,New York,18908608.0
12,Dhaka,Bangladesh,BGD,primary,23.7639,90.3889,Dhaka,18627000.0
13,Beijing,China,CHN,primary,39.9067,116.3975,Beijing,18522000.0
14,Kolkāta,India,IND,admin,22.5675,88.37,West Bengal,18502000.0
15,Bangkok,Thailand,THA,primary,13.7525,100.4942,Krung Thep Maha Nakhon,18007000.0
16,Shenzhen,China,CHN,minor,22.5415,114.0596,Guangdong,17619000.0
17,Moscow,Russia,RUS,primary,55.7558,37.6172,Moskva,17332000.0
18,Buenos Aires,Argentina,ARG,primary,-34.6033,-58.3817,"Buenos Aires, Ciudad Autónoma de",16710000.0
19,Lagos,Nigeria,NGA,minor,6.455,3.3841,Lagos,16637000.0
20,Istanbul,Turkey,TUR,admin,41.0136,28.955,İstanbul,16079000.0
21,Karachi,Pakistan,PAK,admin,24.86,67.01,Sindh,15738000.0
22,Bangalore,India,IND,admin,12.9789,77.5917,Karnātaka,15386000.0
23,Ho Chi Minh City,Vietnam,VNM,admin,10.7756,106.7019,Hồ Chí Minh,15136000.0
24,Ōsaka,Japan,JPN,admin,34.6939,135.5022,Ōsaka,15126000.0
25,Chengdu,China,CHN,admin,30.66,104.0633,Sichuan,14645000.0
26,Tehran,Iran,IRN,primary,35.6892,51.3889,Tehrān,14148000.0
27,Kinshasa,Congo (Kinshasa),COD,primary,-4.3219,15.3119,Kinshasa,12836000.0
28,Rio de Janeiro,Brazil,BRA,admin,-22.9111,-43.2056,Rio de Janeiro,12592000.0
29,Chennai,India,IND,admin,13.0825,80.275,Tamil Nādu,12395000.0
30,Xi’an,China,CHN,admin,34.2611,108.9422,Shaanxi,12328000.0
31,Lahore,Pakistan,PAK,admin,31.5497,74.3436,Punjab,12306000.0
32,Chongqing,China,CHN,admin,29.5637,106.5504,Chongqing,12135000.0
33,Los Angeles,United States,USA,,34.1141,-118.4068,California,11922389.0
34,Baoding,China,CHN,minor,38.874,115.464,Hebei,11544036.0
35,London,United Kingdom,GBR,primary,51.5072,-0.1275,"London, City of",11262000.0
36,Paris,France,FRA,primary,48.8567,2.3522,Île-de-France,11060000.0
37,Linyi,China,CHN,,35.1038,118.3564,Shandong,11018365.0
38,Dongguan,China,CHN,minor,23.021,113.752,Guangdong,10646000.0
39,Hyderābād,India,IND,admin,17.3617,78.4747,Telangāna,10494000.0
40,Tianjin,China,CHN,admin,39.1336,117.2054,Tianjin,10368000.0
41,Lima,Peru,PER,primary,-12.06,-77.0375,Lima,10320000.0
42,Wuhan,China,CHN,admin,30.5934,114.3046,Hubei,10251000.0
43,Nanyang,China,CHN,,32.9987,112.5292,Henan,9713112.0
44,Hangzhou,China,CHN,admin,30.267,120.153,Zhejiang,9523000.0
45,Foshan,China,CHN,minor,23.0214,113.1216,Guangdong,9498863.0
46,Nagoya,Japan,JPN,admin,35.1833,136.9,Aichi,9197000.0
47,Tongshan,China,CHN,minor,34.204,117.284,Jiangsu,9083790.0
48,Luanda,Angola,AGO,primary,-8.8383,13.2344,Luanda,9051000.0
49,Zhoukou,China,CHN,minor,33.625,114.6418,Henan,9026015.0
50,Ganzhou,China,CHN,minor,25.831,114.933,Jiangxi,8970014.0
51,Kuala Lumpur,Malaysia,MYS,primary,3.1478,101.6953,Kuala Lumpur,8911000.0
52,Heze,China,CHN,minor,35.2343,115.4796,Shandong,8795939.0
53,Quanzhou,China,CHN,minor,24.8744,118.6757,Fujian,8782285.0
54,Johannesburg,South Africa,ZAF,admin,-26.2044,28.0456,Gauteng,8500000.0
55,Chicago,United States,USA,,41.8375,-87.6866,Illinois,8497759.0
56,Nanjing,China,CHN,admin,32.0608,118.7789,Jiangsu,8422000.0
57,Jining,China,CHN,,35.4151,116.5871,Shandong,8357897.0
58,Hanoi,Vietnam,VNM,primary,21.0,105.85,Hà Nội,8246600.0
59,Pune,India,IND,,18.5203,73.8567,Mahārāshtra,8231000.0
60,Fuyang,China,CHN,,32.89,115.814,Anhui,8200264.0
61,Ahmedabad,India,IND,minor,23.0225,72.5714,Gujarāt,8009000.0
62,Bogotá,Colombia,COL,primary,4.7111,-74.0722,Bogotá,7968095.0
63,Shenyang,China,CHN,admin,41.8025,123.4281,Liaoning,7964000.0
64,Dar es Salaam,Tanzania,TZA,admin,-6.8161,39.2803,Dar es Salaam,7962000.0
65,Khartoum,Sudan,SDN,primary,15.6,32.5,Khartoum,7869000.0
66,Shangqiu,China,CHN,,34.415,115.656,Henan,7816831.0
67,Hong Kong,Hong Kong,HKG,primary,22.3,114.2,,7450000.0
68,Cangzhou,China,CHN,minor,38.3047,116.8387,Hebei,7300783.0
69,Riyadh,Saudi Arabia,SAU,primary,24.6333,46.7167,Ar Riyāḑ,7237000.0
70,Santiago,Chile,CHL,primary,-33.4372,-70.6506,Región Metropolitana,7171000.0
71,Xingtai,China,CHN,,37.0717,114.5048,Hebei,7111106.0
72,Zhumadian,China,CHN,,33.014,114.022,Henan,7008427.0
73,Chattogram,Bangladesh,BGD,admin,22.335,91.8325,Chattogram,7000000.0
74,Surabaya,Indonesia,IDN,admin,-7.2458,112.7378,Jawa Timur,6998000.0
75,Zhanjiang,China,CHN,minor,21.2701,110.3575,Guangdong,6981236.0
76,Bijie,China,CHN,,27.284,105.292,Guizhou,6899636.0
77,Yancheng,China,CHN,minor,33.3482,120.1626,Jiangsu,6709629.0
78,Hengyang,China,CHN,,26.894,112.572,Hunan,6645243.0
79,Zunyi,China,CHN,,27.722,107.031,Guizhou,6606675.0
80,Shaoyang,China,CHN,,27.2395,111.4679,Hunan,6563520.0
81,Sūrat,India,IND,,21.1702,72.8311,Gujarāt,6538000.0
82,Shangrao,China,CHN,minor,28.4551,117.9431,Jiangxi,6435300.0
83,Xinyang,China,CHN,,32.149,114.091,Henan,6234401.0
84,Madrid,Spain,ESP,primary,40.4169,-3.7033,Madrid,6211000.0
85,Baghdad,Iraq,IRQ,primary,33.3153,44.3661,Baghdād,6183000.0
86,Maoming,China,CHN,minor,21.6627,110.9255,Guangdong,6174050.0
87,Jieyang,China,CHN,minor,23.551,116.3727,Guangdong,6089400.0
88,Miami,United States,USA,,25.784,-80.2101,Florida,6080145.0
89,Singapore,Singapore,SGP,primary,1.3,103.8,,5983000.0
90,Houston,United States,USA,,29.786,-95.3885,Texas,5970127.0
91,Liaocheng,China,CHN,minor,36.4559,115.9852,Shandong,5952128.0
92,Huanggang,China,CHN,minor,30.4537,114.8724,Hubei,5882719.0
93,Dalian,China,CHN,,38.9,121.6,Liaoning,5871474.0
94,Dallas,United States,USA,,32.7935,-96.7667,Texas,5830932.0
95,Qingdao,China,CHN,minor,36.0669,120.3827,Shandong,5818255.0
96,Yulin,China,CHN,minor,22.654,110.181,Guangxi,5796766.0
97,Douala,Cameroon,CMR,admin,4.05,9.7,Littoral,5768400.0
98,Qujing,China,CHN,,25.491,103.796,Yunnan,5765775.0
99,Nangandao,China,CHN,minor,35.3036,113.9268,Henan,5708191.0
100,Philadelphia,United States,USA,,40.0077,-75.1339,Pennsylvania,5683533.0
101,Pudong,China,CHN,minor,31.2347,121.5064,Shanghai,5681512.0
102,Toronto,Canada,CAN,admin,43.7417,-79.3733,Ontario,5647656.0
103,Zhengzhou,China,CHN,admin,34.764,113.684,Henan,5621593.0
104,Dezhou,China,CHN,minor,37.436,116.359,Shandong,5611194.0
105,Nanchong,China,CHN,minor,30.8372,106.1106,Sichuan,5607565.0
106,Jinan,China,CHN,admin,36.6702,117.0207,Shandong,5606374.0
107,Giza,Egypt,EGY,admin,29.987,31.2118,Al Jīzah,5598402.0
108,Nairobi,Kenya,KEN,primary,-1.2864,36.8172,Nairobi City,5545000.0
109,Guadalajara,Mexico,MEX,admin,20.6767,-103.3475,Jalisco,5525000.0
110,Ankara,Turkey,TUR,primary,39.93,32.85,Ankara,5503985.0
111,Tai’an,China,CHN,,36.202,117.087,Shandong,5472217.0
112,Langfang,China,CHN,minor,39.5383,116.6835,Hebei,5464087.0
113,Dazhou,China,CHN,minor,31.2093,107.4678,Sichuan,5385422.0
114,Saint Petersburg,Russia,RUS,admin,59.9375,30.3086,Sankt-Peterburg,5384342.0
115,Monterrey,Mexico,MEX,admin,25.6667,-100.3,Nuevo León,5341171.0
116,Belo Horizonte,Brazil,BRA,admin,-19.9167,-43.9333,Minas Gerais,5328000.0
117,Suzhou,China,CHN,,33.6333,116.9683,Anhui,5324476.0
118,Yongzhou,China,CHN,,26.42,111.613,Hunan,5289824.0
119,Changde,China,CHN,minor,29.031,111.699,Hunan,5279102.0
120,Xiangyang,China,CHN,minor,32.01,112.122,Hubei,5260951.0
121,Rangoon,Burma,MMR,primary,16.795,96.16,Yangon,5209541.0
122,Atlanta,United States,USA,admin,33.7628,-84.422,Georgia,5180179.0
123,Washington,United States,USA,primary,38.9047,-77.0163,District of Columbia,5116378.0
124,Zhaotong,China,CHN,,27.338,103.717,Yunnan,5092611.0
125,Zhangzhou,China,CHN,minor,24.513,117.647,Fujian,5054328.0
126,Melbourne,Australia,AUS,admin,-37.8142,144.9631,Victoria,5031195.0
127,Yichun,China,CHN,minor,27.816,114.417,Jiangxi,5007702.0
128,Bozhou,China,CHN,,33.8626,115.7742,Anhui,4996844.0
129,Suqian,China,CHN,,33.9331,118.2831,Jiangsu,4986192.0
130,Abidjan,Côte d’Ivoire,CIV,primary,5.3167,-4.0333,Abidjan,4980000.0
131,Ji’an,China,CHN,minor,27.0912,114.9668,Jiangxi,4956600.0
132,Guilin,China,CHN,minor,25.275,110.296,Guangxi,4931137.0
133,Pingdingshan,China,CHN,,33.735,113.2999,Henan,4904701.0
134,Berlin,Germany,DEU,primary,52.52,13.405,Berlin,4890363.0
135,Alexandria,Egypt,EGY,admin,31.1975,29.8925,Al Iskandarīyah,4870000.0
136,Mianyang,China,CHN,minor,31.468,104.679,Sichuan,4868243.0
137,Sydney,Australia,AUS,admin,-33.8678,151.21,New South Wales,4840600.0
138,Huanglongsi,China,CHN,,34.795,114.345,Henan,4824016.0
139,Barcelona,Spain,ESP,admin,41.3828,2.1769,Catalonia,4800000.0
140,Yuncheng,China,CHN,,35.0267,111.007,Shanxi,4774508.0
141,Cape Town,South Africa,ZAF,primary,-33.9253,18.4239,Western Cape,4770313.0
142,Changsha,China,CHN,admin,28.228,112.939,Hunan,4766296.0
143,Jeddah,Saudi Arabia,SAU,,21.5433,39.1728,Makkah al Mukarramah,4697000.0
144,Weinan,China,CHN,minor,34.5206,109.471,Shaanxi,4688744.0
145,Chenzhou,China,CHN,minor,25.77,113.016,Hunan,4667134.0
146,Jiangmen,China,CHN,minor,22.5789,113.0815,Guangdong,4630300.0
147,Jiujiang,China,CHN,minor,29.661,115.954,Jiangxi,4600276.0
148,Xinpu,China,CHN,minor,34.5966,119.2214,Jiangsu,4599360.0
149,Yibin,China,CHN,minor,28.752,104.643,Sichuan,4588804.0
150,Huaihua,China,CHN,,27.5698,110.0016,Hunan,4587594.0
151,Yangzhou,China,CHN,,32.3912,119.4363,Jiangsu,4559797.0
152,Taizhou,China,CHN,minor,32.4567,119.9229,Jiangsu,4512762.0
153,Kunming,China,CHN,admin,25.0464,102.7094,Yunnan,4422686.0
154,Yiyang,China,CHN,,28.5549,112.356,Hunan,4413800.0
155,Changchun,China,CHN,admin,43.897,125.326,Jilin,4408154.0
156,Lu’an,China,CHN,minor,31.736,116.52,Anhui,4393699.0
157,Jiangguanchi,China,CHN,minor,34.0244,113.8201,Henan,4379998.0
158,Meizhou,China,CHN,minor,24.289,116.122,Guangdong,4378800.0
159,Ürümqi,China,CHN,admin,43.8225,87.6125,Xinjiang,4335017.0
160,Suzhou,China,CHN,minor,31.3,120.6194,Jiangsu,4330000.0
161,Boston,United States,USA,admin,42.3188,-71.0852,Massachusetts,4328315.0
162,İzmir,Turkey,TUR,admin,38.42,27.14,İzmir,4320519.0
163,Guigang,China,CHN,minor,23.112,109.599,Guangxi,4316262.0
164,Shantou,China,CHN,minor,23.354,116.682,Guangdong,4312192.0
165,Kabul,Afghanistan,AFG,primary,34.5253,69.1783,Kābul,4273156.0
166,Xiaoganzhan,China,CHN,,30.918,113.957,Hubei,4270371.0
167,Bamako,Mali,MLI,primary,12.6392,-8.0028,Bamako,4227569.0
168,Luzhou,China,CHN,minor,28.871,105.442,Sichuan,4218427.0
169,Hefei,China,CHN,admin,31.8206,117.2273,Anhui,4216940.0
170,Hengshui,China,CHN,minor,37.739,115.669,Hebei,4212933.0
171,Fortaleza,Brazil,BRA,admin,-3.7275,-38.5275,Ceará,4167996.0
172,Anqing,China,CHN,minor,30.5318,117.1153,Anhui,4165284.0
173,Liuzhou,China,CHN,minor,24.3264,109.4281,Guangxi,4157934.0
174,Zhangjiakou,China,CHN,minor,40.769,114.886,Hebei,4118908.0
175,Zhaoqing,China,CHN,minor,23.05,112.4667,Guangdong,4113594.0
176,Shijiazhuang,China,CHN,admin,38.0425,114.51,Hebei,4098243.0
177,Ningbo,China,CHN,minor,29.8603,121.6245,Zhejiang,4087523.0
178,Qiqihar,China,CHN,minor,47.3549,123.9182,Heilongjiang,4067489.0
179,Phoenix,United States,USA,admin,33.5722,-112.0892,Arizona,4064275.0
180,Fuzhou,China,CHN,,27.949,116.358,Jiangxi,4047200.0
181,Chifeng,China,CHN,minor,42.257,118.888,Inner Mongolia,4035967.0
182,Xiaoxita,China,CHN,minor,30.692,111.287,Hubei,4017607.0
183,Amman,Jordan,JOR,primary,31.9497,35.9328,Al ‘Āşimah,4007526.0
184,Chuzhou,China,CHN,,32.256,118.333,Anhui,3987054.0
185,Linfen,China,CHN,,36.088,111.519,Shanxi,3976481.0
186,Qingyuan,China,CHN,minor,23.682,113.056,Guangdong,3969473.0
187,Xianyang,China,CHN,minor,34.3299,108.7088,Shaanxi,3959842.0
188,Loudi,China,CHN,,27.6998,111.9944,Hunan,3931800.0
189,Binzhou,China,CHN,,37.383,117.971,Shandong,3928568.0
190,Zhuzhou,China,CHN,minor,27.829,113.133,Hunan,3902738.0
191,Taiyuan,China,CHN,admin,37.8704,112.5497,Shanxi,3875053.0
192,Nanning,China,CHN,admin,22.8167,108.3275,Guangxi,3837978.0
193,Harbin,China,CHN,admin,45.7576,126.6409,Heilongjiang,3830000.0
194,Abuja,Nigeria,NGA,primary,9.0667,7.4833,Federal Capital Territory,3770000.0
195,Yokohama,Japan,JPN,admin,35.4442,139.6381,Kanagawa,3757630.0
196,Suihua,China,CHN,minor,46.654,126.969,Heilongjiang,3756167.0
197,Zaozhuang,China,CHN,,34.8109,117.3238,Shandong,3729140.0
198,Detroit,United States,USA,,42.3834,-83.1024,Michigan,3725908.0
199,Xiamen,China,CHN,minor,24.4796,118.0889,Fujian,3707090.0
200,Neijiang,China,CHN,minor,29.5802,105.058,Sichuan,3702847.0
201,Montréal,Canada,CAN,,45.5089,-73.5617,Quebec,3675219.0
202,Fuzhou,China,CHN,admin,26.0743,119.2964,Fujian,3671192.0
203,Baicheng,China,CHN,minor,23.903,106.619,Guangxi,3669400.0
204,Wuhu,China,CHN,minor,31.3526,118.4331,Anhui,3644420.0
205,Yulinshi,China,CHN,,38.2858,109.7341,Shaanxi,3634750.0
206,Medan,Indonesia,IDN,admin,3.5894,98.6739,Sumatera Utara,3632000.0
207,Wenzhou,China,CHN,,27.9938,120.6993,Zhejiang,3604446.0
208,Changzhou,China,CHN,minor,31.811,119.974,Jiangsu,3601079.0
209,Puyang,China,CHN,minor,35.7627,115.0292,Henan,3598740.0
210,Jiaozuo,China,CHN,,35.2157,113.2419,Henan,3590700.0
211,Nanchang,China,CHN,admin,28.683,115.858,Jiangxi,3576547.0
212,Seattle,United States,USA,,47.6211,-122.3244,Washington,3561397.0
213,Ibadan,Nigeria,NGA,admin,7.3964,3.9167,Oyo,3552000.0
214,Casablanca,Morocco,MAR,admin,33.5333,-7.5833,Casablanca-Settat,3499000.0
215,Kumasi,Ghana,GHA,admin,6.7,-1.625,Ashanti,3490030.0
216,Deyang,China,CHN,minor,31.127,104.398,Sichuan,3456161.0
217,Busan,"Korea, South",KOR,admin,35.18,129.075,Busan,3453198.0
218,Hohhot,China,CHN,admin,40.842,111.749,Inner Mongolia,3446100.0
219,Hechi,China,CHN,minor,24.693,108.085,Guangxi,3417945.0
220,Algiers,Algeria,DZA,primary,36.7539,3.0589,Alger,3415811.0
221,Tangshan,China,CHN,,39.6294,118.1739,Hebei,3399231.0
222,Shiyan,China,CHN,minor,32.629,110.7987,Hubei,3398000.0
223,Lucknow,India,IND,admin,26.85,80.95,Uttar Pradesh,3382000.0
224,Mashhad,Iran,IRN,admin,36.3264,59.5433,Khorāsān-e Raẕavī,3372090.0
225,San Francisco,United States,USA,,37.7558,-122.4449,California,3364979.0
226,Boankra,Ghana,GHA,,6.6944,-1.4028,Ashanti,3348000.0
227,Dubai,United Arab Emirates,ARE,admin,25.2631,55.2972,Dubayy,3331420.0
228,Anshan,China,CHN,,41.108,122.994,Liaoning,3325372.0
229,Baojishi,China,CHN,,34.363,107.238,Shaanxi,3321853.0
230,Qinzhou,China,CHN,minor,21.981,108.654,Guangxi,3304400.0
231,Guiyang,China,CHN,admin,26.647,106.63,Guizhou,3299724.0
232,Bengbu,China,CHN,,32.917,117.389,Anhui,3296408.0
233,Bazhou,China,CHN,minor,31.868,106.748,Sichuan,3283148.0
234,Suining,China,CHN,minor,30.533,105.593,Sichuan,3252619.0
235,Wuxi,China,CHN,minor,31.491,120.312,Jiangsu,3245179.0
236,Kotla Qasim Khan,Pakistan,PAK,,32.5833,73.75,Punjab,3219375.0
237,Hanzhong,China,CHN,,33.0664,107.0232,Shaanxi,3211462.0
238,Putian,China,CHN,minor,25.4526,119.0078,Fujian,3210714.0
239,Zhenjiang,China,CHN,minor,32.188,119.424,Jiangsu,3210418.0
240,Guang’an,China,CHN,minor,30.4564,106.6326,Sichuan,3205476.0
241,Faisalabad,Pakistan,PAK,minor,31.4167,73.0911,Punjab,3203846.0
242,Changzhi,China,CHN,minor,36.195,113.117,Shanxi,3180884.0
243,Tongren,China,CHN,,27.7316,109.1895,Guizhou,3168800.0
244,Leshan,China,CHN,,29.552,103.766,Sichuan,3160168.0
245,Santa Cruz de la Sierra,Bolivia,BOL,,-17.7892,-63.1975,Santa Cruz,3151676.0
246,Qinhuangdao,China,CHN,,39.8882,119.5202,Hebei,3146300.0
247,Jaipur,India,IND,admin,26.9,75.8,Rājasthān,3073350.0
248,Xinzhou,China,CHN,minor,38.416,112.734,Shanxi,3067501.0
249,Lanzhou,China,CHN,admin,36.0606,103.8268,Gansu,3067141.0
250,Wuzhou,China,CHN,minor,23.4767,111.279,Guangxi,3061100.0
251,Athens,Greece,GRC,primary,37.9842,23.7281,Attikí,3059764.0
252,San Diego,United States,USA,,32.8313,-117.1222,California,3046560.0
253,Addis Ababa,Ethiopia,ETH,primary,9.03,38.74,Ādīs Ābeba,3041002.0
254,Taichung,Taiwan,TWN,admin,24.1439,120.6794,Taichung,3033885.0
255,Huainan,China,CHN,,32.6314,117.0194,Anhui,3033528.0
256,Guatemala City,Guatemala,GTM,primary,14.6133,-90.5353,Guatemala,3014000.0
257,Kuwait City,Kuwait,KWT,primary,29.3697,47.9783,Al ‘Āşimah,3000000.0
258,Budapest,Hungary,HUN,primary,47.4925,19.0514,Budapest,2997958.0
259,Qincheng,China,CHN,minor,34.5809,105.7311,Gansu,2984659.0
260,Rizhao,China,CHN,minor,35.417,119.527,Shandong,2968365.0
261,Quezon City,Philippines,PHL,admin,14.65,121.0475,Quezon,2960048.0
262,Sanaa,Yemen,YEM,primary,15.3483,44.2064,Amānat al ‘Āşimah,2957000.0
263,Tashkent,Uzbekistan,UZB,primary,41.3111,69.2797,Toshkent,2956384.0
264,Kyiv,Ukraine,UKR,primary,50.45,30.5233,"Kyiv, Misto",2952301.0
265,Meishan,China,CHN,,30.0771,103.8484,Sichuan,2950545.0
266,Incheon,"Korea, South",KOR,admin,37.4833,126.6333,Incheon,2936117.0
267,Birmingham,United Kingdom,GBR,,52.48,-1.9025,Birmingham,2919600.0
268,Ningde,China,CHN,minor,26.6662,119.5477,Fujian,2910000.0
269,Zhongshan,China,CHN,minor,22.517,113.3925,Guangdong,2909633.0
270,Weihai,China,CHN,minor,37.5133,122.1205,Shandong,2906548.0
271,Bursa,Turkey,TUR,admin,40.1833,29.05,Bursa,2901396.0
272,Minneapolis,United States,USA,,44.9635,-93.2678,Minnesota,2892569.0
273,Mbuji-Mayi,Congo (Kinshasa),COD,admin,-6.15,23.6,Kasaï Oriental,2892000.0
274,Haikou,China,CHN,admin,20.0186,110.3488,Hainan,2873358.0
275,Tongliao,China,CHN,minor,43.654,122.243,Inner Mongolia,2873168.0
276,Chaoyang,China,CHN,,41.571,120.453,Liaoning,2872857.0
277,La Paz,Bolivia,BOL,primary,-16.4958,-68.1333,La Paz,2867504.0
278,Pyongyang,"Korea, North",PRK,primary,39.0167,125.7475,P’yŏngyang,2863000.0
279,Tampa,United States,USA,,27.9945,-82.4447,Florida,2861173.0
280,Shaoguan,China,CHN,minor,24.811,113.597,Guangdong,2855131.0
281,Heyuan,China,CHN,minor,23.7443,114.7002,Guangdong,2837686.0
282,Brasília,Brazil,BRA,primary,-15.7939,-47.8828,Distrito Federal,2817068.0
283,Omdurman,Sudan,SDN,,15.65,32.4833,Khartoum,2805396.0
284,Malang,Indonesia,IDN,,-7.98,112.62,Jawa Timur,2795209.0
285,Stuttgart,Germany,DEU,admin,48.7775,9.18,Baden-Württemberg,2787724.0
286,Daqing,China,CHN,minor,46.589,125.104,Heilongjiang,2781562.0
287,Rome,Italy,ITA,primary,41.8933,12.4828,Lazio,2748109.0
288,Brooklyn,United States,USA,,40.6501,-73.9496,New York,2736074.0
289,Kaohsiung,Taiwan,TWN,admin,22.615,120.2975,Kaohsiung,2733964.0
290,Xiangtan,China,CHN,,27.8313,112.9454,Hunan,2726181.0
291,Longyan,China,CHN,minor,25.076,117.017,Fujian,2723637.0
292,Baotou,China,CHN,,40.6213,109.9532,Inner Mongolia,2709378.0
293,Handan,China,CHN,minor,36.601,114.487,Hebei,2708015.0
294,Jinzhou,China,CHN,,41.129,121.148,Liaoning,2703853.0
295,Kanpur,India,IND,,26.4499,80.3319,Uttar Pradesh,2701324.0
296,Denver,United States,USA,admin,39.762,-104.8758,Colorado,2687458.0
297,Nanping,China,CHN,minor,26.6418,118.1774,Fujian,2680645.0
298,Gāzipura,Bangladesh,BGD,,23.9889,90.375,Dhaka,2674697.0
299,Shanwei,China,CHN,minor,22.7872,115.3756,Guangdong,2672819.0
300,Chaozhou,China,CHN,minor,23.658,116.622,Guangdong,2656600.0
301,Guayaquil,Ecuador,ECU,admin,-2.19,-79.8875,Guayas,2650288.0
302,Weifang,China,CHN,,36.708,119.162,Shandong,2636154.0
303,Huai’an,China,CHN,,33.551,119.113,Jiangsu,2632788.0
304,Zibo,China,CHN,,36.8138,118.055,Shandong,2631647.0
305,Ankang,China,CHN,,32.6854,109.029,Shaanxi,2629906.0
306,Mogadishu,Somalia,SOM,primary,2.0392,45.3419,Banaadir,2610483.0
307,Munich,Germany,DEU,admin,48.1375,11.575,Bavaria,2606021.0
308,Gulou,China,CHN,minor,26.0865,119.298,Fujian,2606000.0
309,Taipei,Taiwan,TWN,primary,25.0375,121.5625,Taipei,2603150.0
310,Bekasi,Indonesia,IDN,,-6.2349,106.9923,Jawa Barat,2590257.0
311,Damascus,Syria,SYR,primary,33.5131,36.2919,Dimashq,2584771.0
312,Sanming,China,CHN,minor,26.2634,117.6389,Fujian,2580000.0
313,Yangjiang,China,CHN,minor,21.857,111.983,Guangdong,2555600.0
314,Jiamusi,China,CHN,minor,46.8,130.319,Heilongjiang,2552097.0
315,Luohe,China,CHN,minor,33.583,114.0109,Henan,2544266.0
316,Medellín,Colombia,COL,admin,6.2308,-75.5906,Antioquia,2529403.0
317,Dingxi,China,CHN,minor,35.608,104.592,Gansu,2524097.0
318,Shaoxing,China,CHN,minor,30.0511,120.5833,Zhejiang,2521964.0
319,Yantai,China,CHN,,37.4646,121.4478,Shandong,2511053.0
320,Huizhou,China,CHN,minor,23.112,114.416,Guangdong,2509243.0
321,Lishui,China,CHN,minor,28.468,119.923,Zhejiang,2507396.0
322,Xuanzhou,China,CHN,,30.939,118.759,Anhui,2500063.0
323,Khowrhesht,Iran,IRN,,36.205,49.6872,Qazvīn,2500000.0
324,Mirzāpur,India,IND,,25.146,82.569,Uttar Pradesh,2496970.0
325,Zigong,China,CHN,,29.339,104.779,Sichuan,2489256.0
326,Hamburg,Germany,DEU,admin,53.55,10.0,Hamburg,2484800.0
327,Guangyuan,China,CHN,,32.436,105.844,Sichuan,2484122.0
328,Cali,Colombia,COL,admin,3.4206,-76.5222,Valle del Cauca,2471474.0
329,Huangshi,China,CHN,minor,30.2011,115.039,Hubei,2469079.0
330,Xining,China,CHN,admin,36.6224,101.7804,Qinghai,2467965.0
331,Lusaka,Zambia,ZMB,primary,-15.4167,28.2833,Lusaka,2467563.0
332,Ouagadougou,Burkina Faso,BFA,primary,12.3686,-1.5275,Centre,2453496.0
333,Yaoundé,Cameroon,CMR,primary,3.8667,11.5167,Centre,2440462.0
334,Zhuhai,China,CHN,minor,22.2716,113.5769,Guangdong,2439585.0
335,Huludao,China,CHN,minor,40.711,120.837,Liaoning,2434194.0
336,Baoshan,China,CHN,,25.112,99.161,Yunnan,2431211.0
337,Mecca,Saudi Arabia,SAU,admin,21.4225,39.8233,Makkah al Mukarramah,2427924.0
338,Vancouver,Canada,CAN,,49.25,-123.1,British Columbia,2426160.0
339,Lianshan,China,CHN,minor,40.7523,120.828,Liaoning,2426000.0
340,Beirut,Lebanon,LBN,primary,33.8983,35.5057,Beyrouth,2421354.0
341,Salvador,Brazil,BRA,admin,-12.9747,-38.4767,Bahia,2418005.0
342,Bucharest,Romania,ROU,primary,44.4325,26.1039,Bucureşti,2412530.0
343,Longba,China,CHN,,33.3702,104.9603,Gansu,2407272.0
344,Nāgpur,India,IND,,21.1497,79.0806,Mahārāshtra,2405665.0
345,Queens,United States,USA,,40.7498,-73.7976,New York,2405464.0
346,Jilin,China,CHN,,43.8519,126.5481,Jilin,2396000.0
347,Tieling,China,CHN,,42.2237,123.726,Liaoning,2388294.0
348,Accra,Ghana,GHA,primary,5.55,-0.2,Greater Accra,2388000.0
349,Yunfu,China,CHN,minor,22.9152,112.0445,Guangdong,2383350.0
350,Bekasi Kota,Indonesia,IDN,,-6.2333,107.0,Jawa Barat,2381053.0
351,Daegu,"Korea, South",KOR,admin,35.8717,128.6017,Daegu,2376044.0
352,Ghāziābād,India,IND,,28.67,77.42,Uttar Pradesh,2375820.0
353,Luoyang,China,CHN,,34.6197,112.4539,Henan,2372571.0
354,Brisbane,Australia,AUS,admin,-27.4678,153.0281,Queensland,2360241.0
355,Anshun,China,CHN,,26.2531,105.9476,Guizhou,2353100.0
